2018-10-17 18:18:35,319 INFO    : 策略启动
2018-10-17 18:18:37,774 INFO    : 策略启动
2018-10-17 18:18:42,544 INFO    : 策略启动
2018-10-17 18:18:48,500 INFO    : 策略启动
2018-10-17 18:18:50,354 INFO    : 策略启动
2018-10-17 18:18:53,360 INFO    : 策略启动
2018-10-17 18:18:55,793 INFO    : 策略启动
2018-10-17 18:19:00,551 INFO    : 策略启动
2018-10-17 18:19:01,176 INFO    : 策略启动
2018-10-17 18:19:06,333 INFO    : 策略启动
2018-10-17 18:19:08,399 INFO    : 策略启动
2018-10-17 18:19:11,385 INFO    : 策略启动
2018-10-17 18:19:13,789 INFO    : 策略启动
2018-10-17 18:19:18,549 INFO    : 策略启动
2018-10-17 18:19:19,207 INFO    : 策略启动
2018-10-17 18:19:24,328 INFO    : 策略启动
2018-10-17 18:19:26,404 INFO    : 策略启动
2018-10-17 18:19:29,385 INFO    : 策略启动
2018-10-17 18:19:31,805 INFO    : 策略启动
2018-10-17 18:19:36,584 INFO    : 策略启动
2018-10-17 18:19:37,236 INFO    : 策略启动
2018-10-17 18:19:42,295 INFO    : 策略启动
2018-10-17 18:19:44,418 INFO    : 策略启动
2018-10-17 18:19:47,668 INFO    : 策略启动
2018-10-17 18:19:49,861 INFO    : 策略启动
2018-10-17 18:19:54,588 INFO    : 策略启动
2018-10-17 18:19:55,234 INFO    : 策略启动
2018-10-17 18:20:00,283 INFO    : 策略启动
2018-10-17 18:20:02,456 INFO    : 策略启动
2018-10-17 18:20:05,425 INFO    : 策略启动
2018-10-17 18:20:07,801 INFO    : 策略启动
2018-10-17 18:20:12,655 INFO    : 策略启动
2018-10-17 18:20:13,244 INFO    : 策略启动
2018-10-17 18:20:18,306 INFO    : 策略启动
2018-10-17 18:20:20,456 INFO    : 策略启动
2018-10-17 18:20:23,429 INFO    : 策略启动
2018-10-17 18:20:25,830 INFO    : 策略启动
2018-10-17 18:20:31,474 INFO    : 策略启动
2018-10-17 18:20:31,479 INFO    : 策略启动
2018-10-17 18:20:36,327 INFO    : 策略启动
2018-10-17 18:20:38,459 INFO    : 策略启动
2018-10-17 18:20:41,490 INFO    : 策略启动
2018-10-17 18:20:43,883 INFO    : 策略启动
2018-10-17 18:20:48,656 INFO    : 策略启动
2018-10-17 18:20:54,355 INFO    : 策略启动
2018-10-17 18:20:56,463 INFO    : 策略启动
2018-10-17 18:20:59,476 INFO    : 策略启动
2018-10-17 18:21:01,911 INFO    : 策略启动
2018-10-17 18:21:06,684 INFO    : 策略启动
2018-10-17 18:21:14,503 INFO    : 策略启动
2018-10-17 18:21:17,490 INFO    : 策略启动
2018-10-17 18:21:19,883 INFO    : 策略启动
2018-10-17 18:21:24,658 INFO    : 策略启动
2018-10-17 18:21:35,515 INFO    : 策略启动
2018-10-17 18:21:37,941 INFO    : 策略启动
2018-10-17 18:21:42,705 INFO    : 策略启动
2018-10-17 18:21:56,024 INFO    : 策略启动
2018-10-17 18:22:00,691 INFO    : 策略启动
2018-10-17 18:22:13,999 INFO    : 策略启动
2018-10-17 18:22:18,734 INFO    : 策略启动
2018-10-17 18:22:32,036 INFO    : 策略启动
2018-10-17 18:22:36,798 INFO    : 策略启动
2018-10-17 18:22:49,998 INFO    : 策略启动
2018-10-17 18:22:54,788 INFO    : 策略启动
2018-10-17 18:23:08,168 INFO    : 策略启动
2018-10-17 18:23:12,776 INFO    : 策略启动
2018-10-17 18:23:26,426 INFO    : 策略启动
2018-10-17 18:23:30,783 INFO    : 策略启动
2018-10-17 18:23:44,120 INFO    : 策略启动
2018-10-17 18:23:48,799 INFO    : 策略启动
2018-10-17 18:24:02,071 INFO    : 策略启动
2018-10-17 18:24:06,809 INFO    : 策略启动
2018-10-17 18:24:20,251 INFO    : 策略启动
2018-10-17 18:24:24,759 INFO    : 策略启动
2018-10-17 18:24:38,051 INFO    : 策略启动
2018-10-17 18:24:43,042 INFO    : 策略启动
2018-10-17 18:24:56,080 INFO    : 策略启动
2018-10-17 18:25:00,824 INFO    : 策略启动
2018-10-17 18:25:14,100 INFO    : 策略启动
2018-10-17 18:25:18,828 INFO    : 策略启动
2018-10-17 18:25:32,203 INFO    : 策略启动
2018-10-17 18:25:36,818 INFO    : 策略启动
2018-10-17 18:25:50,129 INFO    : 策略启动
2018-10-17 18:25:54,827 INFO    : 策略启动
2018-10-17 18:26:08,152 INFO    : 策略启动
2018-10-17 18:26:12,892 INFO    : 策略启动
2018-10-17 18:26:26,156 INFO    : 策略启动
2018-10-17 18:26:30,872 INFO    : 策略启动
2018-10-17 18:26:44,182 INFO    : 策略启动
2018-10-17 18:26:48,875 INFO    : 策略启动
2018-10-17 18:27:02,276 INFO    : 策略启动
2018-10-17 18:27:06,919 INFO    : 策略启动
2018-10-17 18:27:20,207 INFO    : 策略启动
2018-10-17 18:27:24,934 INFO    : 策略启动
2018-10-17 18:27:38,204 INFO    : 策略启动
2018-10-17 18:27:42,937 INFO    : 策略启动
2018-10-17 18:27:56,268 INFO    : 策略启动
2018-10-17 18:28:00,974 INFO    : 策略启动
2018-10-17 18:28:14,203 INFO    : 策略启动
2018-10-17 18:28:18,971 INFO    : 策略启动
2018-10-17 18:28:32,219 INFO    : 策略启动
2018-10-17 18:28:37,000 INFO    : 策略启动
2018-10-17 18:28:55,093 INFO    : 策略启动
2018-10-17 18:43:59,091 INFO    : 策略启动
2018-10-17 18:46:05,125 INFO    : 策略启动
2018-10-17 18:48:17,603 INFO    : 策略启动
2018-10-17 18:48:35,484 INFO    : 策略启动
2018-10-17 18:48:53,531 INFO    : 策略启动
2018-10-17 18:52:15,486 INFO    : 策略启动
2018-10-17 18:52:32,868 INFO    : 策略启动
2018-10-17 18:52:50,884 INFO    : 策略启动
2018-10-17 18:53:08,931 INFO    : 策略启动
2018-10-17 18:53:27,108 INFO    : 策略启动
2018-10-17 18:53:44,913 INFO    : 策略启动
2018-10-17 18:58:08,499 INFO    : 策略启动
2018-10-17 18:58:26,289 INFO    : 策略启动
2018-10-17 18:58:44,263 INFO    : 策略启动
2018-10-17 18:59:33,049 INFO    : 策略启动
2018-10-17 18:59:50,997 INFO    : 策略启动
2018-10-17 19:00:09,032 INFO    : 策略启动
2018-10-17 19:00:27,060 INFO    : 策略启动
2018-10-17 19:00:45,162 INFO    : 策略启动
2018-10-17 19:01:03,066 INFO    : 策略启动
2018-10-17 19:01:21,064 INFO    : 策略启动
2018-10-17 19:01:39,054 INFO    : 策略启动
2018-10-17 19:01:57,170 INFO    : 策略启动
2018-10-17 19:02:15,132 INFO    : 策略启动
2018-10-17 19:02:33,135 INFO    : 策略启动
2018-10-17 19:02:51,842 INFO    : 策略启动
2018-10-17 19:03:09,220 INFO    : 策略启动
2018-10-17 19:03:27,180 INFO    : 策略启动
2018-10-17 19:15:29,805 INFO    : 策略启动
2018-10-17 19:18:30,016 INFO    : 策略启动
2018-10-17 19:21:29,929 INFO    : 策略启动
2018-10-18 03:50:31,852 INFO    : 策略启动
2018-10-18 04:02:31,568 INFO    : 策略启动
2018-10-18 04:20:31,988 INFO    : 策略启动
2018-10-18 04:41:32,646 INFO    : 策略启动
2018-10-18 04:47:55,217 INFO    : 策略启动

2018-10-18 05:19:12,675 INFO    : 策略启动

2018-10-18 05:20:32,712 INFO    : 策略启动

2018-10-18 05:20:33,289 INFO    : 当前资产:
BTC0.0EOS0.0

